blog,category
"Airbus and SITA have launched new Security Operations Center Services customized for the specific needs of the air transport industry. These new incident detection services will provide airlines, airports and other air transport industry stakeholders with information about unusual cyber activity that may impact their businesses. 

 

All these services have been developed to specifically meet an ever increasing demand for cybersecurity in this industry becoming one of its top priorities. Highlighting the importance of proactive cybersecurity, SITA’s Airline IT Trends Survey 2016 shows that 91% of airlines plan to invest in cybersecurity programs over the next three years. 

 

By joining forces SITA and Airbus can provide the most advanced cyber security solution for the air transport industry. Almost every airline and airport in the world is a customer of SITA and it delivers solutions for the world’s most extensive communications network. Airbus works with companies, critical national infrastructures, governments and defence organizations to detect, analyze and counter increasingly sophisticated cyberattacks. Together they will use their expertise to detect cyber activity relevant to airlines and airports. In case, the joint Security Operations Center Services will provide appropriate containment and remedial action ensuring that a company’s digital assets are safe from attack. 

 

Barbara Dalibard, CEO of SITA, said: “As an industry we need to move faster in developing new cybersecurity solutions that mitigate the risk of ever-changing threats. This requires constant collaboration and innovation. With SITA and Airbus CyberSecurity uniquely placed at the heart of the air transport industry, we can facilitate innovation and information-sharing through services such as the Security Operations Center Service, providing solutions our customers demand and need.” 

 

 “Air transport is part of the Airbus DNA, so it was only natural that we joined forces with SITA to adapt our innovative cyber security solutions to this new service area, which is experiencing exponential growth,” added François Lavaste, Head of Airbus CyberSecurity. “Our standard solution mainly combines real-time monitoring services for applications and communications dedicated to air transport and incident response services.” 

 

The joint Airbus and SITA Security Operations Center Service is the first of a new portfolio of cybersecurity products and services being developed by SITA. The portfolio will help airlines and airports identify, detect and react to cyber threats while protecting their company assets from attack.",air-traffic
"Defence and security company Saab has been selected by the Civil Aviation Authority of Singapore (CAAS) to deploy its Advanced – Surface Movement Guidance & Control System (A-SMGCS) and latest generation Multilateration System at Singapore Changi Airport.

Saab is deploying its Integrated Air Traffic Control Suite (I-ATS) at Changi Airport, which recently won the Skytrax World’s Best Airport Award for the fifth consecutive year. Saab will provide an upgrade to the existing 8-year old A-SMGCS system at Changi Airport. It will also replace the network of multilateration sensors with its latest generation of high performance RU7 ground stations.

“Our systems are designed to evolve with customers, allowing them to expand coverage and capabilities when the time is right. We believe this new system positions CAAS to maintain exceptional performance for years to come,” says Mike Gerry, head of business unit Air Traffic Management within Saab business area Surveillance.

Saab’s I-ATS will fuse surveillance data from the multilateration sensors and surface movement radars for the location and identification of all aircraft operating on the airport’s surface. This upgrade includes integration with the airfield ground lighting control system to provide advanced follow-the-greens guidance capabilities. This will support operational performance in all weather conditions.

Saab ATM’s expertise spans from surveillance sensors, ATC automation, collaborative decision making, and digital towers. Saab’s solutions are trusted by air navigation service providers, airports and airlines across six continents and in more than 100 locations across 45 countries. As a global leading partner and complete provider of proven ATM solutions, Saab transforms operations, turning innovative ideas into reality and supporting stakeholders from solution conception through to long-term support.",air-traffic
"GuardREC AS equipment to be used in new recording solution at Glasgow Prestwick International Airport

GuardREC AS, a subsidiary of Hatteland Display AS, has received an order from Thruput Limited for recording equipment to be used at Glasgow Prestwick International Airport. The complete recording solution will consist of audio, video and radar recording.



The guardREC™ ATC recording solution is a flexible and reliable solution, specifically designed for the ATC market to support all relevant requirements and regulations. The guardREC™ ATC recording solution sets a new standard in the ATC-market and confirms that the recorder platform is built for the future by introducing new state-of-the-art features and functionalities.



”To be selected as a part of such an important project in the United Kingdom is another confirmation that the guardREC™ solution is getting a strong footprint in the ATC market. We are delighted to participate in this project, especially since the United Kingdom is a technology leading market”, says Rolf Parnemann, Sales Manager GuardREC AS.



“We selected guardREC™ for the new audio/video/radar recording installation at Prestwick as we wanted a modern solution to match the innovative radar system being installed"", states Mr. Mike Clary, CEO Thruput Limited",air-traffic
"Airways New Zealand is celebrating its 30th anniversary. The air navigation services provider (ANSP) was one of New Zealand’s first State Owned Enterprises and one of the first ANSPs to corporatise globally. Formerly the Civil Aviation Division of the Ministry of Transport, Airways started its new life as an SOE in April 1987.

“The move put Airways at the cutting edge of change and is something that many of our counterparts are only considering now,” CEO Ed Sims says. “Since then we have kept the skies safe and created a business success story for New Zealand.”

Minister for State Owned Enterprises Todd McClay says: “New Zealand is a small country surrounded by a lot of sea and air transport is vital to our economic growth. The Asia Pacific region in particular is experiencing significant traffic growth and Airways plays a critical role in making aviation is safe, efficient and sustainable.”

Airways is a high performing SOE, Mr McClay says. Over the past five years the organisation has nearly tripled its capital investment and quadrupled its profit, while customer charges are set to reduce by 4.7% over three years.

Airways provides services to domestic and international air traffic within New Zealand’s Flight Information Region (FIR) which totals 30 million square kilometres – one of the largest areas of sovereign airspace in the world. The organisation has also delivered training and consultancy services through its subsidiaries in over 65 countries.",air-traffic
"Air traffic controllers at Slovenia Control’s Ljubljana Area Control Centre have successfully handled shadow operations in Slovenian airspace using data processed remotely at EUROCONTROL’s Maastricht Upper Area Control Centre (MUAC) as part of the “ATM Data as a Service” (ADaaS) project.

“ATM Data as a Service” (ADaaS), a three-year project between Slovenia Control and EUROCONTROL’s MUAC, aims to develop and deploy a prototype to demonstrate that ATM data can be provided from an operational ATM environment as a service to one or more civil air traffic service units (ATSUs) by a single distributed ATM system. The project, which contributes to the Single European Sky by deploying new technologies and best practices, is co-financed by the European Union’s Connecting Europe Facility (CEF) to the tune of EUR 2.45 million.

In June 2016, Phase 1 of the joint project was successfully completed. The expert teams from both air navigation service providers were able within a limited time-period to overcome the operational and technical challenges inherent in such an innovative approach in the ATM environment. The next step, successfully completed in March 2017, was to demonstrate the use of an open interface between the MUAC flight data processing system and Slovenia Control’s controller working positions/human-machine interface. Data processed remotely at MUAC was displayed and used on three different types of controller working positions in the Slovenia Control simulator during the second phase of shadow operations. The human machine interface’s software and tools were adapted to communicate with the newly developed gateway, acting as a mediator and allowing an open interface by applying system-wide information management (SWIM) principles.

The final phase of the demonstration (Phase 3 of the ADaaS Demonstrator), planned for the third quarter of 2017, will involve a distributed flight data processing system in two locations (MUAC and Slovenia Control) and can serve controller working positions/human-machine interfaces either remotely or locally. Phase 3 will provide essential data on how to deploy a state-of-the-art data centre from which an ATM data service provider (ADSP) can deliver services to ATSUs with proper contingency and disaster recovery.",air-traffic
"The International Air Transport Association (IATA) released demand growth results for global air freight markets for February 2017 showing an 8.4% increase in demand measured in freight tonne kilometers (FTKs) compared to the same period last year. After adjusting for the impact of the leap year in 2016, demand increased by 12% -- almost four times better than the five-year average rate of 3.0%.

Freight capacity, measured in available freight tonne kilometers (AFTKs), shrank by 0.4% in February 2017.

The continued growth of air freight demand in 2017 is consistent with an uptick in world trade which corresponds with new global export orders remaining at elevated levels in March. Of particular note is the expanded volume of semi-conductor materials typically used in high-value consumer electronics.

""February further added to the cautious optimism building in air cargo markets. Demand grew by 12% in February—about four times the five-year average rate. With demand growing faster than capacity, yields got a boost. While there are signs of stronger world trade, concerns over the current protectionist rhetoric are still very real,"" said Alexandre de Juniac, IATA’s Director General and CEO.

The rapid growth of niche markets such as cross-border e-commerce and time and temperature sensitive pharmaceutical are showing robust growth as noted at the World Air Cargo Symposium held in Abu Dhabi last month. ""Any optimistic look at the future sees growing demand for specialized value added services. Shippers are telling us that the key to turning the current uptick in the cargo industry’s fortunes into longer-term growth is modernizing our antiquated processes. We must use the current momentum to push ahead with the elements of the e-cargo vision—including the e-air waybill which is nearing 50% market penetration,"" said de Juniac.

¹% of industry FTKs in 2016   ²Year-on-year change in load factor   ³Load factor level

All regions, with the exception of Latin America, reported an increase in demand in February 2017.

The International Air Transport Association (IATA) announced global passenger traffic results for February showing a second month of strong demand growth to begin 2017.

Total revenue passenger kilometers (RPKs) rose 4.8%, compared to the same month last year. Although this was below growth achieved in January, year-to-year comparisons are distorted because February 2016 was a leap month. Adjusting for the one fewer day this year, the underlying growth rate was estimated at 8.6%, just under January’s increase of 8.9%. Monthly capacity (available seat kilometers or ASKs) increased by 2.7%, and load factor rose 1.6 percentage points to 79.5%, which was the highest ever recorded for February.

“The strong demand momentum from January has continued, supported by lower fares and a healthier economic backdrop. Although we remain concerned over the impact of any travel restrictions or closing of borders, we have not seen the attempted US ban on travel from six countries translate into an identifiable traffic trend. Overall travel demand continues to grow at a robust rate,” said Alexandre de Juniac, IATA’s Director General and CEO.

IATA estimates that allowing for inflation, the price of air travel has fallen by more than 10% in real terms over the past year, accounting for more than half the growth in RPKs in early 2017.

¹% of industry RPKs in 2016   ²Year-on-year change in load factor   ³Load factor level

February international passenger demand rose 5.8% compared to February 2016, which was down compared to the 9.1% yearly increase recorded in January. Adjusting for the leap year, however, growth actually accelerated slightly compared to January. Total capacity climbed 3.4%, and load factor rose 1.8 percentage points to 78.4%.

Domestic travel demand rose 3.3% in February compared to February 2016, reduced from 8.7% in January, but again, the leap year effect greatly exaggerated the slowdown. Results varied widely as Australia, Brazil and the US all registered non-adjusted declines. Domestic capacity climbed 1.6%, and load factor increased 1.3 percentage points to 81.4%.

¹% of industry RPKs in 2016   ²Year-on-year change in load factor   ³Load factor level  *Note: the seven domestic passenger markets for which broken-down data are available account for 30% of global total RPKs and approximately 82% of total domestic RPKs

The year has opened with some shocks—the attempted ban on travel to the US by citizens of six countries and the restrictions on the carry-on of large electronic items from certain airports in the Middle East and North Africa on direct flights to the US and the UK. The potential implications of the Brexit talks on the air transport industry are significant and the political rhetoric of protectionism and closing of borders is adding to the ambiguity.

""It’s intolerable that governments continue to add to the uncertainties facing the air transport industry by failing to engage airline operational know-how on issues that can damage public confidence. The introduction of restrictions on the carry-on of large electronic devices was a missed opportunity and the result was a measure that cannot stand-up to the scrutiny of public confidence in the long term. Although Australia’s measures were also implemented without consulting the industry, they at least demonstrate the potential to mitigate the threat with less disruptive means. We all want to keep flying secure. And we can do that most effectively by working together,"" said de Juniac.

In tandem, states need to support the International Civil Aviation Organization (ICAO) as it develops a Global Aviation Security Plan. Additionally, next month, ICAO member states will consider amendments to Annex 17 of the Chicago Convention that would require information sharing. ""The security experience of recent years should compel states to support this,"" said de Juniac.",air-traffic
"The Central American Corporation for Air Navigation Services (COCESNA) has awarded Indra, a leading global consulting and technology Company, a contract to upgrade seven air traffic surveillance radars distributed in four countries and the Cayman Islands to provide them with cutting-edge digital features that allows a flexible maintenance and enhancement, optimizing costs.

This modernization improves quality of data and reliability of the service and allows the incorporation of updates in the radar network in a more flexible way.

The renewal will be addressed in radars operating in Monte Crudo and Dixon Hill in Honduras; Grand Cayman, Cayman Islands; Mata de Caña and Poas Volcano in Costa Rica; Puerto Cabezas in Nicaragua; and Cerro Santiago in Guatemala.

After the upgrade, radars will operate under the same conditions as the next-generation radars that are going to be installed in San Jose, Costa Rica, and Belize within the program for modernizing and standardizing COCESNA systems. Indra will also upgrade the systems that facilitate remote management of these radars to facilitate monitoring and maintaining them.

Digital reception technology makes it possible to apply advanced processing techniques of the pulse emitted and received by radars, making it possible to eliminate noise and increase the accuracy with which aircraft are detected. This means that air traffic controllers are able to 'see' better what happens in the airspace under their responsibility.

Indra will also incorporate ADS-B receivers in Mode S radars to reinforce the operation of radars. These systems are based on antennas that collect the information radiated automatically by aircraft reporting their position. By integrating the functions of the radar and the ADS-B, the results of the radar information are improved, increasing the probability of detecting and minimizing the cone of silence. This is all aimed to provide the best information to the air traffic controller and facilitate decision-making.

Indra has a consolidated relationship as COCESNA's technology provider. Currently, the entire upper airspace of Central America managed by this organization is ordered with Indra's technology and the company also supplies its systems to the countries that comprise it.

Indra is driving the modernization of air traffic management in Latin America. The company has been awarded the most important contracts of recent years in this region. Its systems are in operation in practically every Latin American country: it has modernized 70% of control centers in Latin America, 30 centers in total; it has installed its system in the majority of control towers; and, it has deployed close to fifty air traffic surveillance radars and a similar amount of radio navigation systems. In total, five hundred air traffic management systems of all types with the Indra seal are behind air traffic management in the subcontinent.",air-traffic
"Most air navigation service providers have similar issues regarding the ways to promote career development for their senior ATCOs & ATSEPs. These highly experienced experts represent a real potential when dealing with more demanding professional tasks.

The ATM Managerial Development Training program aims to provide senior ATCOs and senior ATSEPs relevant training that will enable them to undertake intermediate managerial responsibilities within the ANSP. The program will give the participants the opportunity to build up and enhance their managerial skills and prepare them to face the coming challenges in the ATM field, while ensuring safe and efficient operations.

The program organized by Czech Air Navigation Institute (CANI) and Ecole Nationale de l’Aviation Civile (ENAC) includes 7 modules to be implemented over an 18-month period. The venue of this program will be the CANI facilities in Prague, except for Module 4 (Toulouse & Paris). All successful participants will receive the Advanced Professional Certificate.

For more information go to the website.",air-traffic
"The International Air Transport Association (IATA) asked the Canadian Government to improve the competitiveness of its aviation sector by prioritizing the elimination of Crown Rents over consideration of airport privatization.

""The Canadian government has already pocketed about C$5 billion as the historical landlord of airport property. That’s a C$5 billion disincentive to travel, to visit this wonderful country or to plan a business trip. Eliminating Crown Rents would boost Canada’s GDP by over C$300 million annually, create more than 4,000 jobs and generate an additional C$111 million in tax receipts. This should be the priority,"" said Alexandre de Juniac, IATA’s Director General and CEO.

The call to abandon Crown Rents was made in a speech to the Montreal Council on Foreign Relations in which de Juniac congratulated the Canadian government for not including airport privatization in its 22 March budget announcement.  ""We hope that Transport Minister Marc Garneau’s motivation to defend the interests of travelers will keep the privatization idea on the back-burner permanently. Let me be completely unambiguous. Canada will regret it if the crown jewels are sold,"" said de Juniac.

De Juniac elaborated on his concerns noting the industry’s disappointment with privatizations to date. ""We have not seen a regulatory framework anywhere in the world that has been able to successfully balance profit and public interest over the long-term. But we have seen airport privatizations dent a country’s competitiveness by increasing the costs of mobility and compromising service levels,"" said de Juniac.

""Airports should focus on enabling economic vibrancy in the communities they serve. That means providing sufficient capacity, with high service levels at affordable costs so that airlines can develop connectivity. Community owned airports—as is the case in Canada today—have every incentive to do so. Private companies, however, have a different goal which is to maximize profits for their shareholders,"" said de Juniac.

Aviation in Canada plays a key role in the economy—linking Canada to global markets and underpinning some 600,000 Canadian jobs. The government’s open dialogue in the Review of the Canada Transportation Act was a good example of the consultation with industry that is so critical to building a policy environment that supports growth and prosperity through competitiveness.

Consultation is the first step in building Smarter Regulation. IATA calls on governments to adopt Smarter Regulation principles so that regulations create value by efficiently solving real problems with minimal compliance costs.

""I hope that the Government’s openness to dialogue will point it towards Smarter Regulation principles on issues as diverse as passenger rights, tax levels, and infrastructure development,"" said de Juniac. In the same vein, IATA also urged Canada to find ways to remove the patchwork of provincial environmental measures impacting aviation to align with global efforts such as the Carbon Offset and Reduction Scheme for International Aviation (CORSIA) recently agreed by governments through the leadership of the International Civil Aviation Organization.",air-traffic
"The International Air Transport Association (IATA) called on governments to urgently find alternatives to recently announced measures by the United States and the United Kingdom to restrict the carry-on of large electronic items on certain flights departing the Middle East and North Africa.

""The current measures are not an acceptable long-term solution to whatever threat they are trying to mitigate. Even in the short term it is difficult to understand their effectiveness. And the commercial distortions they create are severe. We call on governments to work with the industry to find a way to keep flying secure without separating passengers from their personal electronics,"" said Alexandre de Juniac, IATA’s Director General and CEO.

De Juniac made this demand in a speech to the Montreal Council on Foreign Relations in which he highlighted the need to maintain public confidence in the security of the global aviation industry which safely and security operates an average 100,000 flights a day.

""With the measures now in place, our passengers and member airlines are asking valid questions. Why don’t the US and the UK have a common list of airports? How can laptops be secure in the cabin on some flights and not others, including flights departing from the same airport? And surely there must be a way to screen electronic equipment effectively? The current situation is not acceptable and will not maintain the all-important confidence of the industry or of travelers. We must find a better way. And Governments must act quickly,"" said de Juniac.

IATA Calls for Better Coordination and Information Sharing

IATA also expressed frustration at the process used by governments to put in place the security measures which was woefully lacking. ""The industry came together quickly to implement the new requirements. That was a challenge because there was no prior consultation and little coordination by governments,"" said de Juniac.

IATA has long called for better information sharing and coordination on security measures among governments and with the industry.

""While governments have the primary responsibility for security, we share the priority of keeping passengers, crew and aircraft secure. To do that effectively intelligence is king. And it needs to be shared amongst governments and with the industry. It’s the only way to stop terrorists before they get near an airport, let alone aircraft,"" de Juniac.

Moreover, cooperation between industry and governments yields a better result. ""Airlines don’t want access to state secrets. But if airlines understand the outcome governments want, they can help with the operational experience to deliver that result effectively and efficiently,"" said de Juniac.

Challenges to aviation security were highlighted in Resolution 2309 of the UN Security Council which tasked the International Civil Aviation Organization (ICAO) to develop a Global Aviation Security Plan (GASeP). ""The need for such a plan has been made very clear by wide gaps in the measures taken by governments in recent days. States need to lend their full support to ICAO in developing GASeP quickly. And even before that can be achieved, there is an early opportunity to make a real improvement to international cooperation on security. In May ICAO member states will consider amendments to Annex 17 of the Chicago convention that would require information sharing. The security experience of recent years should compel States to support this,"" said de Juniac.",air-traffic
"Airservices Australia is today asking the general aviation industry to take part in a survey to help ensure a weather camera network is installed in locations that will deliver the greatest safety benefit.

Hosted on a public website, the network will provide access to an array of cameras that pilots can use to help view actual weather conditions at a variety of locations across Australia.

Aviation activist and entrepreneur Dick Smith donated $160,000 to Airservices in December 2016 to fund the network of weather cameras.

Airservices Chief Executive Officer Jason Harfield said Airservices has been working closely with the Bureau of Meteorology and airports to identify sites with existing power, communication infrastructure and cameras, using these to provide the new service.

“Once these sites have been identified, we will initially launch the website in May with six locations. The next phase of the project will focus on planning and delivering camera infrastructure to other locations as we continue to expand the weather camera network,” Mr Harfield said.

Airservices is urging the general aviation industry to complete the online survey, which opens today, to identify new locations that aviators would most value.

“By completing the survey, industry will assist Airservices to identify those locations that the aviation community feels would most benefit from up-to-date visual weather assessments.”

“The survey will be open until 30 April 2017.” Mr Harfield said.

Once the results of the survey have been collated, Airservices will provide further information on the final selection of locations and the schedule of the weather camera network roll out.



To complete Airservices weather camera survey, follow the link or visit http://www.airservicesaustralia.com",air-traffic
"The European Aviation Safety Agency (EASA) and the International Civil Aviation Organisation (ICAO) achieved landmark progress last week as hundreds of officials gathered from around the world for a special jointly organised Global Forum on Regional Safety Oversight Organizations (RSOOs) for Global Aviation Safety.

Hosted in Ezulwini, Swaziland, on 22-24 March 2017, this important event endorsed a proposal for a new global framework for regional aviation safety oversight and made tremendous progress on key initiatives to improve the recognition, efficiency and cooperation of Regional Safety Oversight Organizations worldwide. The meeting participants also agreed to set up an RSOO coordination platform to facilitate cooperation between RSOOs.

“EASA is proud to propose its support for this new global RSOO framework and platform. This will also add to the support that we have been providing RSOOs worldwide for some years now.” said Patrick Ky, Executive Director of EASA, at the Global Forum.

In conjunction with the Global Forum, a Ministerial conference with specific focus on Africa was held and  led to the signing of the Ezulwini Declaration of Regional Safety Oversight Organizations in Africa describing how African States will work together to increase their regional cooperation and improve aviation safety oversight continent-wide.

EASA, being at the centre of the regional aviation safety system in Europe, will lend its experience to help further strengthen regional initiatives for the benefit of aviation safety globally, and to reinforce the process of integrating RSOOs into the global regulatory framework. EASA was mentioned as a practical example of how regional aviation safety cooperation brings added value and efficiency to air transport.

More than 200 participants from 48 States and 32 International Organizations attended the event in Swaziland, with 13 Ministers attending the Ministerial event from DRC Congo, Equatorial Guinea, Ghana, Lesotho, Mauritania, Nigeria, Togo, Sao Tome, South Africa, Swaziland, Zambia and Zimbabwe.

RSOOs are an integral aspect of global aviation safety, and provide a cost effective mechanism for regional groups of States to pool their resources and strengthen safety oversight.",air-traffic
"Aireon announced today that it has signed a Memorandum of Agreement (MOA) with Spanish Air Navigation Service Provider (ANSP) ENAIRE. Through this agreement, ENAIRE will begin investigating the safety, efficiency and environmental benefits of deploying space-based automatic dependent surveillance-broadcast (ADS-B) technology in its airspace. 

 

ENAIRE controls more than 2.2 million square kilometres of airspace including the Iberian Peninsula, minus Portugal, the North Atlantic, Western Mediterranean, Ceuta and Melilla, the Canary and Balearic archipelago. Through this airspace, ENAIRE manages approximately 2 million flights per year that include routes over oceanic airspace including the northern portion of the Madrid Flight Information Region (FIR) and the majority of the Canary FIR. Space-based ADS-B would for the first time offer ENAIRE 100 percent, real-time visibility for all of its airspace, including remote and oceanic regions. 

 

“ENAIRE already has extensive experience with ground based ADS-B, making reviewing the capabilities of space-based ADS-B in both the European and Canary environment a very attractive option,” said Enrique Maurer, chief technology officer, ENAIRE. “We look forward to fully examining how space-based ADS-B could address the challenges associated with the European ADS-B mandate as well as its benefits to achieve a more cost-effective contingency layer.” Aireon’s space-based ADS-B system is scheduled for completion in 2018, upon total deployment of the Iridium® NEXT satellite constellation. On January 14, 2017, the first ten satellites were launched by SpaceX from their west coast launch facility at Vandenberg Air Force Base. Seven additional launches are scheduled to take place over the next 12 to 15 months. Space-based ADS-B will offer ANSPs total real-time surveillance of all their airspace for ADS-B equipped aircraft. 

 

“ENAIRE operates complex and non-contiguous Flight Information Regions that can benefit from the implementation of space-based ADS-B in various ways,” said Vincent Capezzuto, chief technology officer and vice president of engineering, Aireon. “In addition to real-time visibility into the challenging Canary FIR, our system can offer a low barrier to entry for full ADS-B coverage in Spain's busy airspace.”",air-traffic
"With air traffic in Latin America and the Caribbean expected to grow 4.9 percent annually over the next 20 years, the Dutch Caribbean is at the region’s forefront in enhancing air traffic flow management (ATFM) capabilities. The Dutch Caribbean air navigation service provider (DC-ANSP) announced that it will deploy Harmony Horizon to provide better situational awareness of air traffic demand and capacity and to support related flow management decisions. 

 

“We believe that Harmony Horizon will provide us a better understanding of our air traffic demands and allow us to make effective air traffic flow decisions that enhance airspace and operational efficiency,” stated Jacques Lasten, Air Traffic Management Manager at DC-ANSP. 

 

Launched in fall 2016, Harmony Horizon is the latest air traffic flow management tool in the Harmony Suite. With a cutting-edge, web-based interface, interactive maps with real-time data and weather, Harmony Horizon offers the Dutch Caribbean a user-friendly way to view integrated data from multiple sources and make educated air traffic decisions. The decision to deploy Horizon follows an extensive air traffic flow management study that was conducted by Metron Aviation in 2014 to assess the DC ANSP airspace and make recommendations for future efficiency improvements. “We are pleased to continue our partnership with DC ANSP and to be a part of their focus on air traffic operational efficiency for Curacao and the Caribbean Region.” said John Kefaliotis, President of Metron Aviation. 

 

As part of the collaborative decision making (CDM) process, over the next four months, Metron Aviation will deploy the system and train ATM managers and air traffic controllers on how to use the tool. Metron Aviation is a global market leader in ATFM, airspace analysis, and environment and energy solutions. Its products and services increase airspace and airport efficiency, improve predictability and enhance safety on six continents.",air-traffic
"On 7 March, 2017, the IHS Jane’s ATC award ceremony took place at the 2017 World ATM Congress in Madrid. Companies and projects across six categories were already shortlisted in January, 2017. Frequentis won the Technology Award, reflecting a significant contribution by the equipment and systems supplier, with its next-generation air traffic management network in Brazil, based on Software-Defined Networking.

Winners and shortlisted nominees for the awards have been recognised at a ceremony on 7 March. “We are very proud to win this fantastic award together with our customer, CISCEA (Commission for Implementation of the Brazilian Air Space Control System), and look forward to further implementing future IP-based ATM-grade networks. Thanks to CISCEA for trusting in our capabilities and thanks to IHS Jane’s for recognising this project as an important and outstanding one”, said Hannu Juurakko, Vice President ATM Civil at Frequentis, at the ceremony. 



The Brazilian Air Navigation Service Provider, DECEA, is responsible for the control of twenty-two million square kilometres of airspace, which is about twice the size of Europe. In order to support forecasted growth, change was required in its current network infrastructure. To meet the stated customer goals of higher network availability, increased reliability and improved safety, a solution has been created that supports ATM applications such as SWIM (System Wide Information Management) and Software-Defined Networking – allowing flexibility for dynamic resectorisation. 



The telecommunications infrastructure in vast areas of Brazil is a challenge, for many sites the last mile can only be established with extraordinary measures and in many cases only VSAT is available. The area is split over several network providers. “One of the current challenges we face related to unstable QoS (Quality of Service) of our telecoms infrastructure is brownout scenarios within the network. By deploying a Frequentis ATM-grade network with software-defined networking capabilities, we hope to substantially improve the way we deal with brownout scenarios in the future, thus achieving high availability and improved safety for our ATM and ATC systems, in a transparent way for final users”, Lieutenant Brigadier Aquino, General Director of DECEA summarised. “We are very proud of winning this award together with Frequentis.” 



The ATM-grade network delivered by Frequentis is a hybrid solution using conventional and softwaredefined network (SDN) elements. Providing application-aware network flows and use-case bandwidth optimisations, it converges different types of applications from safety-critical radio communication with administrative data traffic. In order to ensure time synchronised radio communication with high audio quality, ED-137 dynamic delay compensation over IP, VSAT and TDM-based WANs is also a part of the solution. DECEA will experience enhanced flexibility and capacity for Technical and Operational Management of the Brazilian Airspace Control System by implementing a National Network Operations Centre providing agile and secure processes.

IHS Markit recognised cutting-edge air traffic management (ATM) in the 17th annual Jane’s ATC Awards, held on 7 March 2017 during World ATM Congress in Madrid. “Collaboration, innovation and sustainability remain the watchwords for the ATM community”, said Ben Vogel, editor of Jane’s Airport Review. “The air transport industry is undergoing rapid change amid constantly rising demand, so it is heartening to see how all the nominees are working to boost capacity, efficiency, and safety.”",air-traffic
"It was announced today at the World ATM Congress in Madrid that Snowflake Software, a provider of cloud and on-premise software solutions for the aviation industry, is working with the United Arab Emirates General Civil Aviation Authority (GCAA) to pursue a vision of sharing consolidated and authoritative flight information across the United Arab Emirates Flight Information Region (FIR) and its neighbours.

Snowflake will deploy the Laminar Data Platform to manage flight data in compliance with the System Wide Information Management (SWIM) concept for the GCAA SWIM Gateway. Scheduled to be operational in 2018, the SWIM Gateway will receive, validate and publish the most up-to-date flight planning and strategic tactical flow management data, which will provide a platform for information exchange amongst all stakeholders in the region.



The SWIM Gateway will provide the Sheikh Zayed Air Navigation Centre with consolidated information for all planned and active flights in the UAE. Detailed information, such as estimated landing times and controlled take-off times will be made accessible to all stakeholders including airline operators and airports. Stakeholders will be able to receive high quality flight information in real-time through open interfaces with their decision making applications and to share information back, after the data is validated by the platform. As such, the SWIM Gateway will transform the collaborative decision making processes in the region. 



Built using an open modular architecture, the SWIM Gateway supports advanced configuration of additional business logic as an enabler for a next generation Air Traffic Management (ATM) System including Globally Interoperable Systems and Data – Flight and Flow Information for Collaborative Environment (FF-ICE, ICAO ASBU B2-25). 



His Excellency Saif Al Suwaidi, the Director General of UAE GCAA stated that “The SWIM Gateway will be one of the many developments that will place the UAE aviation industry in the global arena of seamless Air Traffic Management”. His Excellency emphasised on the importance of information sharing in a secure and timely manner to ensure the allocation of sufficient amount of resources to maintain sustainability. His Excellency added that these initiatives are to fulfil the UAE GCAA vision of a leading, safe, secure and sustainable civil aviation system with a clear responsibility to future generations by effective management of available resources today. 



Visiting Snowflake’s stand to mark the announcement, Ahmed Al Jallaf, Assistant Director General, GCAA commented, “With the development of the SWIM Gateway, the GCAA is at the forefront of implementing the vision for SWIM services across the UAE. Our airline and airport stakeholders will be empowered to make effective decisions based on high quality flight information. As a proven innovator in deploying data exchange platforms, we are pleased to be working with the Snowflake team to realise our vision for the region,”

The Laminar Data Platform provides the data management functionality for SWIM Gateway by sourcing, fusing and managing real-time flight data from multiple data providers such as EUROCONTROL, NMB2B, the Federal Aviation Administration, and local automation and airline flight planning systems. 



Greeting Ahmed Al Jallaf at the stand, Ian Painter, CEO of Snowflake Software said, “We are dedicated to achieving a single, unified view of a flight across airlines, airports and ANSPs because we believe that real time access to this fused and harmonised data improves collaborative decision making in strategic and tactical ATM services. We are delighted that the Laminar Data Platform will serve the GCAA and its stakeholders in the region as they take the lead in global system interoperability via SWIM,” 



Sheikh Zayed Air Navigation Centre is the most advanced air traffic control facility in the Middle East handling more than 2500 air traffic movements a day. The centre was opened in June 2009 with six Area Control Sectors. Since the opening the centre has added 5 additional sectors to cater for the annual growth of 7%. The growth is predicted to continue through 2030 and the centre is capable of handling 2 million air traffic movements per year. The Centre is the Gateway for ATS messages to UAE and the implementation of the SWIM Gateway will ensure single version of any flight information for the UAE.",air-traffic
